Merge_scenario, Total_Files, Files_Edited_By_One_Dev, Files_That_Remained_The_Same, Files_Added_By_Ove_Dev, Files_Merged, Files_With_Conflicts, ModifierList, ModifierListDS, ModifierListCL, ModifierListIFP, DefaultValueAnnotation, DefaultValueAnnotationDS, DefaultValueAnnotationCL, DefaultValueAnnotationIFP, ImplementList, ImplementListDS, ImplementListCL, ImplementListIFP, EditSameMC, EditSameMCDS, EditSameMCCL, EditSameMCIFP, AddSameFd, AddSameFdDS, AddSameFdCL, AddSameFdIFP, EditSameFd, EditSameFdDS, EditSameFdCL, EditSameFdIFP, SameSignatureCM, SameSignatureCMDS, SameSignatureCMCL, SameSignatureCMIFP, ExtendsList, ExtendsListDS, ExtendsListCL, ExtendsListIFP, NOPATTERN, smallMethod, smallMethodDS, renamedMethod, renamedMethodDS, copiedMethod, copiedMethodDS, copiedFile, copiedFileDS, noPattern, noPatternDS, PossibleRenamings
rev_9f64c-1f41a, 5994, 52, 5929, 12, 13, 13, 14, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 10, 10, 0, 0, 0, 0, 0, 0, 13, 6, 0, 0, 268, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
rev_6071d-9c6ed, 6015, 188, 5783, 38, 44, 40, 38, 1, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 159, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 33, 0, 0, 0, 445, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0
rev_d79fa-d0b25, 5963, 331, 5579, 48, 53, 51, 49, 1, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 216, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 42, 0, 0, 0, 662, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0
rev_b7632-6f131, 5967, 178, 5727, 41, 62, 56, 43, 3, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 251, 0, 0, 0, 1, 1, 0, 0, 2, 2, 0, 0, 7, 7, 0, 0, 37, 3, 0, 0, 751, 2, 2, 0, 0, 0, 0, 5, 5, 0, 0, 0
rev_07c2e-d0abf, 5961, 247, 5672, 40, 42, 40, 40, 1, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 159, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 0, 0, 34, 0, 0, 0, 383, 0, 0, 0, 0, 0, 0, 4, 4, 0, 0, 0
rev_99398-caca1, 6011, 646, 4890, 465, 475, 471, 294, 2, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 1386, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 9, 0, 0, 270, 0, 0, 0, 8678, 0, 0, 0, 0, 0, 0, 9, 9, 0, 0, 0
rev_052cf-0e027, 5743, 345, 5327, 68, 71, 69, 55, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 11, 0, 0, 46, 0, 0, 0, 917, 0, 0, 0, 0, 0, 0, 11, 11, 0, 0, 0
rev_3d534-20fac, 5929, 177, 5710, 40, 42, 41, 40, 1, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 0, 0, 35, 0, 0, 0, 415, 0, 0, 0, 0, 0, 0, 5, 5, 0, 0, 0
rev_87764-219f4, 5917, 237, 5630, 47, 50, 50, 44, 1, 0, 0, 0, 0, 0, 0, 8, 3, 0, 0, 196, 0, 0, 0, 0, 0, 0, 0, 5, 5, 0, 0, 7, 7, 0, 0, 39, 0, 0, 0, 491, 0, 0, 0, 0, 0, 0, 7, 7, 0, 0, 0
rev_ac92a-964a8, 5901, 613, 5209, 62, 79, 74, 54, 2, 0, 0, 0, 0, 0, 0, 13, 7, 0, 0, 309, 0, 0, 0, 0, 0, 0, 0, 9, 9, 0, 0, 8, 8, 0, 0, 53, 1, 0, 0, 861, 2, 2, 0, 0, 0, 0, 6, 6, 0, 0, 0
